"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Emotion recognition in human-computer interaction","R. Cowie; E. Douglas-Cowie; N. Tsapatsoulis; G. Votsis; S. Kollias; W. Fellenz; J. G. Taylor","NA; NA; NA; NA; NA; NA; NA","IEEE Signal Processing Magazine","","2001","18","1","32","80","Two channels have been distinguished in human interaction: one transmits explicit messages, which may be about anything or nothing; the other transmits implicit messages about the speakers themselves. Both linguistics and technology have invested enormous efforts in understanding the first, explicit channel, but the second is not as well understood. Understanding the other party's emotions is one of the key tasks associated with the second, implicit channel. To tackle that task, signal processing and analysis techniques have to be developed, while, at the same time, consolidating psychological and linguistic analyses of emotion. This article examines basic issues in those areas. It is motivated by the PKYSTA project, in which we aim to develop a hybrid system capable of using information from faces and voices to recognize people's emotions.","1558-0792","","10.1109/79.911197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=911197","","Emotion recognition;Humans;Signal analysis;Psychology;Proposals;Testing;Context;Biomedical signal processing;Face recognition;Speech recognition","gesture recognition;speech-based user interfaces;speech recognition;psychology;linguistics","emotion recognition;human-computer interaction;implicit messages;signal processing;signal analysis;psychological analyses;linguistic analyses;PKYSTA project;hybrid system;faces;voices","","1095","","202","","","","","IEEE","IEEE Magazines"
"Segmentation of brain MR images through a hidden Markov random field model and the expectation-maximization algorithm","Y. Zhang; M. Brady; S. Smith","John Radcliffe Hosp., Oxford Univ., UK; NA; NA","IEEE Transactions on Medical Imaging","","2001","20","1","45","57","The finite mixture (FM) model is the most commonly used model for statistical segmentation of brain magnetic resonance (MR) images because of its simple mathematical form and the piecewise constant nature of ideal brain MR images. However, being a histogram-based model, the FM has an intrinsic limitation-no spatial information is taken into account. This causes the FM model to work only on well-defined images with low levels of noise; unfortunately, this is often not the the case due to artifacts such as partial volume effect and bias field distortion. Under these conditions, FM model-based methods produce unreliable results. Here, the authors propose a novel hidden Markov random field (HMRF) model, which is a stochastic process generated by a MRF whose state sequence cannot be observed directly but which can be indirectly estimated through observations. Mathematically, it can be shown that the FM model is a degenerate version of the HMRF model. The advantage of the HMRF model derives from the way in which the spatial information is encoded through the mutual influences of neighboring sites. Although MRF modeling has been employed in MR image segmentation by other researchers, most reported methods are limited to using MRF as a general prior in an FM model-based approach. To fit the HMRF model, an EM algorithm is used. The authors show that by incorporating both the HMRF model and the EM algorithm into a HMRF-EM framework, an accurate and robust segmentation can be achieved. More importantly, the HMRF-EM framework can easily be combined with other techniques. As an example, the authors show how the bias field correction algorithm of Guillemaud and Brady (1997) can be incorporated into this framework to achieve a three-dimensional fully automated approach for brain MR image segmentation.","1558-254X","","10.1109/42.906424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=906424","","Hidden Markov models;Image segmentation;Brain modeling;Expectation-maximization algorithms;Mathematical model;Magnetic resonance;Noise level;Stochastic processes;State estimation;Robustness","hidden Markov models;image segmentation;biomedical MRI;medical image processing;brain","brain MR images segmentation;hidden Markov random field model;expectation-maximization algorithm;statistical segmentation;histogram-based model;well-defined images;low noise levels;bias field correction algorithm;three-dimensional fully automated approach;stochastic process;spatial information encoding;magnetic resonance imaging;medical diagnostic imaging","Algorithms;Brain;Humans;Imaging, Three-Dimensional;Magnetic Resonance Imaging;Markov Chains","3421","","21","","","","","IEEE","IEEE Journals"
"Development of a microcontroller-based, photovoltaic maximum power point tracking control system","E. Koutroulis; K. Kalaitzakis; N. C. Voulgaris","Dept. of Electron. & Comput. Eng., Tech. Univ. of Crete, Chania, Greece; NA; NA","IEEE Transactions on Power Electronics","","2001","16","1","46","54","Maximum power point tracking (MPPT) is used in photovoltaic (PV) systems to maximize the photovoltaic array output power, irrespective of the temperature and irradiation conditions and of the load electrical characteristics. A new MPPT system has been developed, consisting of a buck-type DC/DC converter, which is controlled by a microcontroller-based unit. The main difference between the method used in the proposed MPPT system and other techniques used in the past is that the PV array output power is used to directly control the DC/DC converter, thus reducing the complexity of the system. The resulting system has high-efficiency, lower-cost and can be easily modified to handle more energy sources (e.g., wind-generators). The experimental results show that the use of the proposed MPPT control increases the PV output power by as much as 15% compared to the case where the DC/DC converter duty cycle is set such that the PV array produces the maximum power at 1 kW/m/sup 2/ and 25/spl deg/C.","1941-0107","","10.1109/63.903988","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=903988","","Photovoltaic systems;Solar power generation;Control systems;DC-DC power converters;Power generation;Costs;Microcontrollers;Batteries;Voltage control;Temperature control","photovoltaic power systems;microcontrollers;power control;DC-DC power convertors;solar cell arrays;battery chargers","battery charging;microcontroller-based;photovoltaic maximum power point tracking control system;photovoltaic systems;PV systems;photovoltaic array output power maximisation;load electrical characteristics;buck-type DC/DC converter;PV array output power;high-efficiency;lower-cost;wind-generators;PV output power;25 C","","825","","13","","","","","IEEE","IEEE Journals"
"Neural networks for short-term load forecasting: a review and evaluation","H. S. Hippert; C. E. Pedreira; R. C. Souza","Dept. of Stat., Univ. Federal de Juiz de Fora, Brazil; NA; NA","IEEE Transactions on Power Systems","","2001","16","1","44","55","Load forecasting has become one of the major areas of research in electrical engineering, and most traditional forecasting models and artificial intelligence techniques have been tried out in this task. Artificial neural networks (NNs) have lately received much attention, and a great number of papers have reported successful experiments and practical tests with them. Nevertheless, some authors remain skeptical, and believe that the advantages of using NNs in forecasting have not been systematically proved yet. In order to investigate the reasons for such skepticism, this review examines a collection of papers (published between 1991 and 1999) that report the application of NNs to short-term load forecasting. Our aim is to help to clarify the issue, by critically evaluating the ways in which the NNs proposed in these papers were designed and tested.","1558-0679","","10.1109/59.910780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=910780","","Neural networks;Load forecasting;Economic forecasting;Predictive models;Artificial neural networks;Electrical engineering;Testing;Multi-layer neural network;Electricity supply industry;Costs","load forecasting;power system analysis computing;neural nets","short-term load forecasting;neural networks;artificial intelligence techniques;artificial neural networks;multilayer perceptrons;overfitting","","1163","","96","","","","","IEEE","IEEE Journals"
"Energy storage systems for advanced power applications","P. F. Ribeiro; B. K. Johnson; M. L. Crow; A. Arsoy; Y. Liu","Dept. of Eng., Calvin Coll., Grand Rapids, MI, USA; NA; NA; NA; NA","Proceedings of the IEEE","","2001","89","12","1744","1756","While energy storage technologies do not represent energy sources, they provide valuable added benefits to improve stability power quality, and reliability of supply. Battery technologies have improved significantly in order to meet the challenges of practical electric vehicles and utility applications. Flywheel technologies are now used in advanced nonpolluting uninterruptible power supplies. Advanced capacitors are being considered as energy storage for power quality applications. Superconducting energy storage systems are still in their prototype stages but receiving attention for utility applications. The latest technology developments, some performance analysis, and cost considerations are addressed. This paper concentrates on the performance benefits of adding energy storage to power electronic compensators for utility applications.","1558-2256","","10.1109/5.975900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=975900","","Energy storage;Power quality;Stability;Power system reliability;Batteries;Electric vehicles;Flywheels;Uninterruptible power systems;Capacitors;Prototypes","battery storage plants;flywheels;superconducting magnet energy storage;capacitor storage;power capacitors;flexible AC transmission systems;HVDC power transmission;power supply quality","energy storage technologies;stability improvement;power quality improvement;supply reliability improvement;electric vehicles;utility applications;flywheel technologies;nonpolluting uninterruptible power supplies;advanced capacitors;superconducting energy storage systems;performance analysis;cost considerations;performance benefits;energy storage;power electronic compensators;battery energy storage;custom power;FACTS;HVDC;high voltage DC transmission;hypercapacitor;power electronics;supercapacitor;superconducting magnetic energy storage;ultracapacitor","","601","","81","","","","","IEEE","IEEE Journals"
"A filtering technique to lower LC oscillator phase noise","E. Hegazi; H. Sjoland; A. A. Abidi","Dept. of Electr. Eng., California Univ., Los Angeles, CA, USA; NA; NA","IEEE Journal of Solid-State Circuits","","2001","36","12","1921","1930","Based on a physical understanding of phase-noise mechanisms, a passive LC filter is found to lower the phase-noise factor in a differential oscillator to its fundamental minimum. Three fully integrated LC voltage-controlled oscillators (VCOs) serve as a proof of concept. Two 1.1-GHz VCOs achieve -153 dBc/Hz at 3 MHz offset, biased at 3.7 mA from 2.5 V. A 2.1-GHz VCO achieves -148 dBc/Hz at 15 MHz offset, taking 4 mA from a 2.7-V supply. All oscillators use fully integrated resonators, and the first two exceed discrete transistor modules in figure of merit. Practical aspects and repercussions of the technique are discussed.","1558-173X","","10.1109/4.972142","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=972142","","Filtering;Phase noise;Circuit noise;Voltage-controlled oscillators;Radio frequency;Noise shaping;Inductors;Integrated circuit noise;Integrated circuit technology;Q factor","voltage-controlled oscillators;phase noise;passive filters;UHF oscillators","LC oscillator;phase noise;voltage-controlled oscillator;figure of merit;integrated resonator;passive LC filter;differential oscillator;1.1 GHz;2.1 GHz;3.7 mA;2.5 V;4 mA;2.7 V","","618","","27","","","","","IEEE","IEEE Journals"
"RF MEMS switches and switch circuits","G. M. Rebeiz; J. B. Muldavin","Michigan Univ., Ann Arbor, MI, USA; NA","IEEE Microwave Magazine","","2001","2","4","59","71","MEMS switches are devices that use mechanical movement to achieve a short circuit or an open circuit in the RF transmission line. RF MEMS switches are the specific micromechanical switches that are designed to operate at RF-to-millimeter-wave frequencies (0.1 to 100 GHz). The forces required for the mechanical movement can be obtained using electrostatic, magnetostatic, piezoelectric, or thermal designs. To date, only electrostatic-type switches have been demonstrated at 0.1-100 GHz with high reliability (100 million to 10 billion cycles) and wafer-scale manufacturing techniques. It is for this reason that this article will concentrate on electrostatic switches.","1557-9581","","10.1109/6668.969936","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=969936","","Switches;Switching circuits;Radiofrequency microelectromechanical systems;Electrostatics;Microswitches;Radio frequency;Distributed parameter circuits;Micromechanical devices;Magnetostatics;Thermal force","electrostatic actuators;semiconductor switches;semiconductor device reliability;wafer-scale integration","RF MEMS switches;switch circuits;RF transmission line;micromechanical switches;electrostatic-type switches;reliability;wafer-scale manufacturing techniques;0.1 to 100 GHz","","699","","36","","","","","IEEE","IEEE Magazines"
"An introduction to kernel-based learning algorithms","K. -. Muller; S. Mika; G. Ratsch; K. Tsuda; B. Scholkopf","GMD FIRST, Berlin, Germany; NA; NA; NA; NA","IEEE Transactions on Neural Networks","","2001","12","2","181","201","This paper provides an introduction to support vector machines, kernel Fisher discriminant analysis, and kernel principal component analysis, as examples for successful kernel-based learning methods. We first give a short background about Vapnik-Chervonenkis theory and kernel feature spaces and then proceed to kernel based learning in supervised and unsupervised scenarios including practical and algorithmic considerations. We illustrate the usefulness of kernel algorithms by discussing applications such as optical character recognition and DNA analysis.","1941-0093","","10.1109/72.914517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=914517","","Kernel;Principal component analysis;Support vector machines;Algorithm design and analysis;Optical character recognition software;DNA;Pattern analysis;Time series analysis;Character recognition;Support vector machine classification","learning automata;neural nets;principal component analysis;learning (artificial intelligence);optical character recognition;pattern classification","learning algorithms;support vector machines;kernel Fisher discriminant analysis;principal component analysis;Vapnik-Chervonenkis theory;Mercer kernel;optical character recognition;DNA analysis;mathematical programming","","2160","","155","","","","","IEEE","IEEE Journals"
"Integrated microstrip and rectangular waveguide in planar form","D. Deslandes; K. Wu","Dept. de Genie Electr., Ecole Polytech. de Montreal, Que., Canada; NA","IEEE Microwave and Wireless Components Letters","","2001","11","2","68","70","Usually transitions from microstrip line to rectangular waveguide are made with three-dimensional complex mounting structures. In this paper, a new planar platform is developed in which the microstrip line and rectangular waveguide are fully integrated on the same substrate, and they are interconnected via a simple taper. Our experiments at 28 GHz show that an effective bandwidth of 12% at 20 dB return loss is obtained with an in-band insertion loss better than 0.3 dB. The new transition allows a complete integration of waveguide components on substrate with MICs and MMICs.","1558-1764","","10.1109/7260.914305","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=914305","","Microstrip;Planar waveguides;Rectangular waveguides;Waveguide transitions;Dielectric substrates;Metallization;Tellurium;Waveguide theory;Integrated circuit interconnections;Bandwidth","microstrip transitions;rectangular waveguides;Q-factor;microstrip circuits;millimetre wave integrated circuits;microwave integrated circuits","planar platform;microstrip line;rectangular waveguide;fully integrated;simple taper interconnected;effective bandwidth;in-band insertion loss;microstrip to waveguide transition;LTCC platform;tapered microstrip;quasi-TEM mode;TE/sub 10/ mode;FEM;MIC integration;MMIC integration;28 GHz","","1051","","5","","","","","IEEE","IEEE Journals"
"The impact of surface states on the DC and RF characteristics of AlGaN/GaN HFETs","R. Vetury; N. Q. Zhang; S. Keller; U. K. Mishra","Dept. of Electr. & Comput. Eng., California Univ., Santa Barbara, CA, USA; NA; NA; NA","IEEE Transactions on Electron Devices","","2001","48","3","560","566","GaN based HFETs are of tremendous interest in applications requiring high power at microwave frequencies. Although excellent current-voltage (I-V) characteristics and record high output power densities at microwave frequencies have been achieved, the origin of the 2DEG and the factors limiting the output power and reliability of the devices under high power operation remain uncertain. Drain current collapse has been the major obstacle in the development of reliable high power devices. We show that the cause of current collapse is a charging up of a second virtual gate, physically located in the gate drain access region. Due to the large bias voltages present on the device during a microwave power measurement, surface states in the vicinity of the gate trap electrons, thus acting as a negatively charged virtual gate. The maximum current available from a device during a microwave power measurement is limited by the discharging of this virtual gate. Passivated devices located adjacent to unpassivated devices on the same wafer show almost no current collapse, thus demonstrating that proper surface passivation prevents the formation of the virtual gate. The possible mechanisms by which a surface passivant reduces current collapse and the factors affecting reliability and stability of such a passivant are discussed.","1557-9646","","10.1109/16.906451","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=906451","","Aluminum compounds","aluminium compounds;gallium compounds;III-V semiconductors;wide band gap semiconductors;power HEMT;microwave power transistors;microwave field effect transistors;semiconductor device reliability;surface states;electron traps;passivation;stability;semiconductor device measurement;two-dimensional electron gas","surface states;DC characteristics;RF characteristics;AlGaN/GaN HFETs;high power operation;microwave frequencies;2DEG;reliability;output power;drain current collapse;reliable high power devices;virtual gate charging;gate drain access region;bias voltages;electron traps;negatively charged virtual gate;microwave power measurement;virtual gate discharging;passivated devices;surface passivation;virtual gate formation prevention;stability;HEMT;MODFET;AlGaN-GaN","","909","","14","","","","","IEEE","IEEE Journals"
"Stability of networked control systems","Wei Zhang; M. S. Branicky; S. M. Phillips","Dept. of Electr. Eng. & Comput. Sci., Case Western Reserve Univ., Cleveland, OH, USA; NA; NA","IEEE Control Systems Magazine","","2001","21","1","84","99","First, we review some previous work on networked control systems (NCSs) and offer some improvements. Then, we summarize the fundamental issues in NCSs and examine them with different underlying network-scheduling protocols. We present NCS models with network-induced delay and analyze their stability using stability regions and a hybrid systems technique. Following that, we discuss methods to compensate network-induced delay and present experimental results over a physical network. Then, we model NCSs with packet dropout and multiple-packet transmission as asynchronous dynamical systems and analyze their stability. Finally, we present our conclusions.","1941-000X","","10.1109/37.898794","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=898794","","Networked control systems;Communication system control;Distributed control;Control systems;Delay;Access protocols;Communication system traffic control;Stability analysis;Firewire;Bandwidth","control systems;local area networks;protocols;stability;packet switching;delays;feedback","networked control systems;network-scheduling;protocols;stability;multiple-packet transmission;asynchronous dynamical systems;feedback","","2357","","22","","","","","IEEE","IEEE Magazines"
"The recognition of human movement using temporal templates","A. F. Bobick; J. W. Davis","Coll. of Comput., Georgia Tech. Res. Inst., Atlanta, GA, USA; NA","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2001","23","3","257","267","A view-based approach to the representation and recognition of human movement is presented. The basis of the representation is a temporal template-a static vector-image where the vector value at each point is a function of the motion properties at the corresponding spatial location in an image sequence. Using aerobics exercises as a test domain, we explore the representational power of a simple, two component version of the templates: The first value is a binary value indicating the presence of motion and the second value is a function of the recency of motion in a sequence. We then develop a recognition method matching temporal templates against stored instances of views of known actions. The method automatically performs temporal segmentation, is invariant to linear changes in speed, and runs in real-time on standard platforms.","1939-3539","","10.1109/34.910878","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=910878","","Image sequences;Image recognition;Computer Society;Computer vision;Cameras;Labeling;Image reconstruction;Humans;Pattern recognition;Pixel","computer vision;image sequences;image motion analysis;image reconstruction","human movement recognition;temporal templates;view-based approach;human movement representation;motion properties;aerobics exercises;recognition method;temporal segmentation","","1697","","29","","","","","IEEE","IEEE Journals"
"Radial distribution test feeders","W. H. Kersting","New Mexico State Univ., Las Cruces, NM, USA","2001 IEEE Power Engineering Society Winter Meeting. Conference Proceedings (Cat. No.01CH37194)","","2001","2","","908","912 vol.2","Many computer programs are available for the analysis of radial distribution feeders. In 1992 a paper was published that presented the complete data for three four-wire wye and one three-wire delta radial distribution test feeders. The purpose of publishing the data was to make available a common set of data that could be used by program developers and users to verify the correctness of their solutions. This paper presents an updated version of the same test feeders along with a simple system that can be used to test three-phase transformer models.","","0-7803-6672-7","10.1109/PESW.2001.916993","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=916993","","Conductors;Load modeling;Distributed computing;System testing;Capacitors;Phase transformers;Impedance;Shunt (electrical);Aluminum;Copper","distribution networks;power system analysis computing;power transformers","radial distribution test feeders;radial distribution feeder analysis;computer simulation;three four-wire wye radial distribution system;three-wire delta radial distribution system","","529","","4","","","","","IEEE","IEEE Conferences"
"Agile software development, the people factor","A. Cockburn; J. Highsmith","NA; NA","Computer","","2001","34","11","131","133","In a previous article (2001), we introduced agile software development through the problem it addresses and the way in which it addresses the problem. Here, we describe the effects of working in an agile style.","1558-0814","","10.1109/2.963450","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=963450","","Programming;Project management;Humans;Feedback;Chaotic communication;Software development management;Technology management;World Wide Web;Problem-solving;Collaborative work","software development management;human factors","agile software development;people factor;talents;teams;user experts;individual competence;agile organizations;agile ecosystems","","113","","","","","","","IEEE","IEEE Magazines"
"A design of the low-pass filter using the novel microstrip defected ground structure","D. Ahn; J. -. Park; C. -. Kim; J. Kim; Y. Qian; T. Itoh","Sch. of Electr. & Electron. Eng., Soonchunhyang Univ., Asan, South Korea; NA; NA; NA; NA; NA","IEEE Transactions on Microwave Theory and Techniques","","2001","49","1","86","93","A new defected ground structure (DGS) for the microstrip line is proposed in this paper. The proposed DGS unit structure can provide the bandgap characteristic in some frequency bands with only one or more unit lattices. The equivalent circuit for the proposed defected ground unit structure is derived by means of three-dimensional field analysis methods. The equivalent-circuit parameters are extracted by using a simple circuit analysis method. By employing the extracted parameters and circuit analysis theory, the bandgap effect for the provided defected ground unit structure can be explained. By using the derived and extracted equivalent circuit and parameters, the low-pass filters are designed and implemented. The experimental results show excellent agreement with theoretical results and the validity of the modeling method for the proposed defected ground unit structure.","1557-9670","","10.1109/22.899965","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=899965","","Low pass filters;Microstrip filters;Equivalent circuits;Etching;Photonic band gap;Lattices;Periodic structures;Magnetic circuits;Frequency;Circuit analysis","low-pass filters;passive filters;microstrip filters;equivalent circuits;linear network analysis;linear network synthesis;microwave filters","low-pass filter design;microstrip defected ground structure;microstrip line;bandgap characteristic;equivalent circuit;3D field analysis methods;circuit parameters extraction;circuit analysis method;defected ground unit structure","","884","","16","","","","","IEEE","IEEE Journals"
