Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Channel Estimation in OFDM Systems With Unknown Power Delay Profile Using Transdimensional MCMC","G. W. Peters; I. Nevat; J. Yuan","Sch. of Math. & Stat., Univ. of New South Wales, Sydney, NSW, Australia; ; ","IEEE Transactions on Signal Processing","","2009","57","9","3545","3561","","","","10.1109/TSP.2009.2023358","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957091","Bayesian inference;channel estimation;conditional path sampling;OFDM;stochastic approximation;transdimensional Markov chain Monte Carlo","Channel estimation;OFDM;Delay estimation;Proposals;Bit error rate;Bayesian methods;Power system modeling;Monte Carlo methods;Stochastic processes;Approximation algorithms","Bayes methods;channel estimation;error statistics;Markov processes;mean square error methods;Monte Carlo methods;OFDM modulation","channel estimation;OFDM systems;unknown power delay profile;orthogonal-frequency-division multiplexing systems;channel taps;Bayesian approach;transdimensional Markov chain Monte Carlo algorithms;conditional path sampling proposals;mean-square error;bit error rate","","4","","","19 May 2009","","","IEEE","IEEE Conferences"
"Blind Identification of Second Order Volterra Systems With Complex Random Inputs Using Higher Order Cumulants","G. Mileounis; N. Kalouptsidis","Dept. of Inf. & Telecommun., Univ. of Athens, Athens, Greece; Dept. of Inf. & Telecommun., Univ. of Athens, Athens, Greece","IEEE Transactions on Signal Processing","","2009","57","10","4129","4135","","","","10.1109/TSP.2009.2023372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957093","Identification;higher order statistics;Volterra series","Signal processing algorithms;Kernel;Statistics;Closed-form solution;Optical amplifiers;Magnetic separation;Optical filters;Optical distortion;Optical recording;Computational complexity","blind equalisers;higher order statistics;Volterra series","blind identification;second order Volterra systems;complex random inputs;higher order cumulants;complex valued random sequence;output cumulants","","10","","","19 May 2009","","","IEEE","IEEE Conferences"
"Improved Frey Chaotic Digital Encoder for Trellis-Coded Modulation","C. Vladeanu; S. El Assad; J. Carlach; R. Quere","Telecommun. Dept., Univ. Politeh. of Bucharest, Bucharest; ; ; ","IEEE Transactions on Circuits and Systems II: Express Briefs","","2009","56","6","509","513","","","","10.1109/TCSII.2009.2020936","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957094","Chaotic encoders;nonlinear digital filters;trellis-coded modulation (TCM)","Chaos;Digital modulation;Digital filters;Encoding;Convolutional codes;Galois fields;IIR filters;Performance analysis;Design methodology;Error analysis","chaotic communication;convolutional codes;encoding;Galois fields;IIR filters;nonlinear filters;trellis coded modulation","Frey chaotic digital encoder;trellis-coded modulation;recursive systematic convolutional encoder;infinite-impulse-response digital filter;Galois field;Frey chaotic filter;encoded chaotic transmission;nonlinear digital filter;symbol error rate estimation;Ungerboeck rule;coding gain comparison;trellis design method","","10","","","19 May 2009","","","IEEE","IEEE Conferences"
"Design Solutions for Sample-and-Hold Circuits in CMOS Nanometer Technologies","F. Centurelli; P. Monsurro; S. Pennisi; G. Scotti; A. Trifiletti","Dipt. di Ing. Elettron., Univ. di Roma La Sapienza, Rome; Dipt. di Ing. Elettron., Univ. di Roma La Sapienza, Rome; ; Dipt. di Ing. Elettron., Univ. di Roma La Sapienza, Rome; Dipt. di Ing. Elettron., Univ. di Roma La Sapienza, Rome","IEEE Transactions on Circuits and Systems II: Express Briefs","","2009","56","6","459","463","","","","10.1109/TCSII.2009.2020945","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957095","Bootstrapped switch;nested Miller compensation;sample-and-hold (S/H);very low voltage circuits","CMOS technology;Clocks;Switches;Circuit simulation;CMOS process;Signal processing;Dynamic range;Signal to noise ratio;Total harmonic distortion;Temperature distribution","CMOS analogue integrated circuits;harmonic distortion;low-power electronics;nanoelectronics;operational amplifiers;sample and hold circuits","low-voltage sample-and-hold circuit;CMOS nanometer technology;rail-to-rail signal swing;simulated spurious-free dynamic range;signal-to-noise ratio;total harmonic distortion;three-stage low-voltage amplifier;clock voltage doubling;voltage 0.8 V;size 130 nm;power 0.5 mW","","23","","","19 May 2009","","","IEEE","IEEE Conferences"
"A Probabilistic LDPC-Coded Fault Compensation Technique for Reliable Nanoscale Computing","C. Winstead; S. Howard","Dept. of Electr. & Comput. Eng., Utah State Univ., Logan, UT; ","IEEE Transactions on Circuits and Systems II: Express Briefs","","2009","56","6","484","488","","","","10.1109/TCSII.2009.2020946","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957096","Error-correction;fault-tolerance;faulty gates;low-density parity-check (LDPC) codes;reliable computation","Nanoscale devices;Parity check codes;Circuit faults;Error correction;Circuit noise;Fault tolerance;CMOS technology;Decoding;Error probability;Reliability engineering","error correction;fault tolerance;logic gates;nanoelectronics;parity check codes;probability;redundancy","LDPC-coded fault compensation technique;probabilistic circuit;reliable nanoscale computing;transient error;low output bit error probability;transient device noise;nanoelectronic system;fault-tolerant method;error correction;logic gate;permanent defect evaluation;transient fault rate","","23","","","19 May 2009","","","IEEE","IEEE Conferences"
"Bayesian Detection in Bounded Height Tree Networks","W. P. Tay; J. N. Tsitsiklis; M. Z. Win","Lab. for Inf. & Decision Syst., Massachusetts Inst. of Technol., Cambridge, MA, USA; Lab. for Inf. & Decision Syst., Massachusetts Inst. of Technol., Cambridge, MA, USA; Lab. for Inf. & Decision Syst., Massachusetts Inst. of Technol., Cambridge, MA, USA","IEEE Transactions on Signal Processing","","2009","57","10","4042","4051","","","","10.1109/TSP.2009.2023374","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957097","Decentralized detection;error exponent;sensor networks;tree network","Bayesian methods;Error probability;Quantization;Large-scale systems;Sensor fusion;Engineering profession;Data compression;Intelligent networks","Bayes methods;error statistics;trees (mathematics);wireless sensor networks","Bayesian detection;bounded height tree networks;large scale sensor networks;Bayesian formulation;error probability;error exponent","","19","","","19 May 2009","","","IEEE","IEEE Conferences"
"Real-Time Multi-Gigabit Receiver for Coherent Optical MIMO-OFDM Signals","S. Chen; Q. Yang; Y. Ma; W. Shieh","Dept. of Electr. & Electron. Eng., Univ. of Melbourne, Melbourne, VIC, Australia; Dept. of Electr. & Electron. Eng., Univ. of Melbourne, Melbourne, VIC, Australia; Dept. of Electr. & Electron. Eng., Univ. of Melbourne, Melbourne, VIC, Australia; Dept. of Electr. & Electron. Eng., Univ. of Melbourne, Melbourne, VIC, Australia","Journal of Lightwave Technology","","2009","27","16","3699","3704","","","","10.1109/JLT.2009.2023340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957099","Coherent communications;field programmable gate array;multiple-input multiple-output;orthogonal frequency-division multiplexing;polarization diversity;quadrature amplitude modulation","Optical receivers;Optical signal processing;High speed optical techniques;Field programmable gate arrays;Optical fiber polarization;MIMO;Signal processing;OFDM;Field programmable analog arrays;Optical polarization","analogue-digital conversion;field programmable gate arrays;MIMO communication;OFDM modulation;optical fibre polarisation;optical modulation;optical receivers;quadrature amplitude modulation;signal processing","real-time multigigabit receiver;coherent optical MIMO-OFDM signal processing;dual-polarization CO-OFDM receiver;multiple-input multiple-output configuration;analog-to-digital converter;ADC;Stratix III field-programmable gate array;FPGA;QAM;orthogonal frequency-division multiplexing;quadrature amplitude modulation;bit rate 1.5 Gbit/s;bit rate 3.33 Gbit/s;bit rate 6.67 Gbit/s","","21","","","19 May 2009","","","IEEE","IEEE Conferences"
"Cross-Polarization Modulation Domain Wall Solitons for WDM Signals in Birefringent Optical Fibers","S. Wabnitz","Dipt. di Elettron. per Autom., Univ. di Brescia, Brescia","IEEE Photonics Technology Letters","","2009","21","13","875","877","","","","10.1109/LPT.2009.2019848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957100","Nonlinear optics;optical fiber polarization;optical propagation in nonlinear media;optical solitons;wavelength-division multiplexing (WDM)","Wavelength division multiplexing;Birefringence;Optical fibers;Optical fiber polarization;Optical solitons;Polarization mode dispersion;Fiber nonlinear optics;Optical modulation;Optical pumping;Frequency","birefringence;optical fibre communication;optical fibre polarisation;optical modulation;optical solitons;telecommunication channels;wavelength division multiplexing","cross-polarization modulation;domain wall soliton;WDM signal;wavelength-division multiplexing;birefringent optical fiber;wavelength multiplexed channels;stable orthogonal state","","12","","","19 May 2009","","","IEEE","IEEE Conferences"
"Comments and further results on "A New Critical Formula and Mathematical Model of Double-Tap Interphase Reactor in a Six-Phase Tap-Changer Diode Rectifier","F. Meng; S. Yang; W. Yang; X. Jin","School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin, China; School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin, China; School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin, China; School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin, China","IEEE Transactions on Industrial Electronics","","2010","57","3","950","953","","","","10.1109/TIE.2009.2023097","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957101","Double-tap changer;interphase reactor (IPR);mathematical model","Mathematical model;Inductors;Diodes;Intellectual property;Coupling circuits;Rectifiers;Inductance;Mutual coupling;Admittance;Computer simulation","inductance;rectifiers","double-tap interphase reactor;six-phase tap-changer diode rectifier;admittance matrix","","3","","","19 May 2009","","","IEEE","IEEE Conferences"
"A System for the Determination of Planar Lipid Bilayer Breakdown Voltage and Its Applications","P. Kramar; D. Miklavcic; A. M. Lebar","Fac. of Electr. Eng., Univ. of Ljubljana, Ljubljana, Slovenia; Fac. of Electr. Eng., Univ. of Ljubljana, Ljubljana, Slovenia; Fac. of Electr. Eng., Univ. of Ljubljana, Ljubljana, Slovenia","IEEE Transactions on NanoBioscience","","2009","8","2","132","138","","","","10.1109/TNB.2009.2022834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957102","Biomechanics;capacitance measurement;dielectric breakdown;electric field effects;isoelectric phenomena","Lipidomics;Biomembranes;Cells (biology);Electrical resistance measurement;Capacitance measurement;Electric resistance;Shape measurement;Breakdown voltage;Electric variables measurement;Immune system","bioelectric phenomena;capacitance;electric breakdown;electric resistance;lipid bilayers;voltage measurement","electroporation;planar lipid bilayers;breakdown voltage;electrical properties;resistance;capacitance;voltage-clamp measurement","","12","","","19 May 2009","","","IEEE","IEEE Conferences"
"A Grey System Modeling Approach for Sliding-Mode Control of Antilock Braking System","E. Kayacan; Y. Oniz; O. Kaynak","Dept. of Electr. & Electron. Eng., Bogazici Univ., Istanbul, Turkey; Dept. of Electr. & Electron. Eng., Bogazici Univ., Istanbul, Turkey; Dept. of Electr. & Electron. Eng., Bogazici Univ., Istanbul, Turkey","IEEE Transactions on Industrial Electronics","","2009","56","8","3244","3252","","","","10.1109/TIE.2009.2023098","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957103","Antilock braking system (ABS);GM(1,1);grey system theory;sliding-mode control","Modeling;Sliding mode control;Wheels;Control systems;Road vehicles;Road safety;Acceleration;Engine cylinders;Friction;Adhesives","braking;convergence;grey systems;road vehicles;tyres;variable structure systems;velocity control;wheels","grey system modeling;sliding-mode control;antilock braking system;wheel slip;vehicle forward velocity;road condition;convergence;noise response","","97","","","19 May 2009","","","IEEE","IEEE Conferences"
"Harmonic-Spectrum Spreading Effects of Two-Phase Random Centered Distribution PWM (DZRCD) Scheme With Dual Zero Vectors","S. Oh; Y. Jung; S. Yang; Y. Lim","Korea Electron. Technol. Inst., Gwang-ju, South Korea; ; ; ","IEEE Transactions on Industrial Electronics","","2009","56","8","3013","3020","","","","10.1109/TIE.2009.2023099","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957104","Acoustic noise reduction;dual zero vectors;harmonic spectra;random centered distribution pulsewidth-modulation (RCD-PWM) scheme;two-phase random modulation","Pulse width modulation;Induction motors;Space vector pulse width modulation;Microcontrollers;Performance evaluation;Eddy current testing;Eddy currents;Voltage;Wideband;Acoustic noise","acoustic noise;induction motors;pulse width modulation","harmonic-spectrum spreading effects;two-phase random centered distribution PWM;dual zero vectors;pulsewidth modulation;induction motor;eddy current brake;two-phase random modulation;acoustic noise reduction","","24","","","19 May 2009","","","IEEE","IEEE Conferences"
"Multifunctional VSC Based on a Novel Fortescue Reference Signal Generator","K. Borisov; H. L. Ginn","Johnson Controls/York International, York, USA; Department of Electrical and Computer Engineering, Mississippi State University, Mississippi State, MS, USA","IEEE Transactions on Industrial Electronics","","2010","57","3","1002","1007","","","","10.1109/TIE.2009.2023101","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957106","Active filters;converters;digital control","Signal generators;Converters;Power conversion;Pulse width modulation inverters;Voltage;Discrete Fourier transforms;Computational efficiency;Prototypes;Power system harmonics;Power harmonic filters","discrete Fourier transforms;PWM invertors;PWM power convertors;PWM rectifiers;reference circuits;signal generators","voltage-source converters;Fortescue reference signal generator;Fortescue decomposition;recursive discrete Fourier transform;harmonic compensator;active power filter;pulsewidth modulation rectifier;PWM inverter;balancing compensator;STATCOM","","8","","","19 May 2009","","","IEEE","IEEE Conferences"
"A Nonisolated ZVS Asymmetrical Buck Voltage Regulator Module With Direct Energy Transfer","Z. Zhang; W. Eberle; Y. Liu; P. C. Sen","Dept. of Electr. & Comput. Eng., Queen's Univ., Kingston, ON, Canada; ; Dept. of Electr. & Comput. Eng., Queen's Univ., Kingston, ON, Canada; ","IEEE Transactions on Industrial Electronics","","2009","56","8","3096","3105","","","","10.1109/TIE.2009.2023102","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957107","Buck converter;current-source driver (CSD);synchronous rectifier (SR);voltage regulator module (VRM);zero-voltage switching (ZVS)","Zero voltage switching;Regulators;Energy exchange;MOSFETs;Switching frequency;Topology;Buck converters;Stress;Rectifiers;Diodes","MOSFET;power convertors;rectifying circuits;transformers;voltage regulators;zero voltage switching","direct energy transfer;nonisolated asymmetrical buck voltage regulator module;zero voltage switching;transformer;duty cycle;buck converter;turn-off losses;voltage stress;synchronous rectifier MOSFET;conduction losses;switching frequency;current-source driver;frequency 1 MHz;voltage 12 V","","31","","","19 May 2009","","","IEEE","IEEE Conferences"
"Distributed Coding Using Punctured Quasi-Arithmetic Codes for Memory and Memoryless Sources","S. Malinowski; X. Artigas; C. Guillemot; L. Torres","IRISA/INRIA, Rennes, France; Tech. Univ. of Catalunya, Barcelona, Spain; IRISA/INRIA, Rennes, France; Tech. Univ. of Catalunya, Barcelona, Spain","IEEE Transactions on Signal Processing","","2009","57","10","4154","4158","","","","10.1109/TSP.2009.2023359","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957108","Arithmetic codes;distributed source coding;maximum likelihood decoding","Maximum likelihood decoding;Entropy;Iterative decoding;Source coding;Turbo codes;Arithmetic;Automata;Base stations;Video compression;Video sequences","arithmetic codes;decoding;entropy codes;finite state machines;source coding","distributed source coding;punctured quasi-arithmetic codes;memoryless sources;Slepian-Wolf problem;entropy codes;finite state machines;decoding performance","","15","","","19 May 2009","","","IEEE","IEEE Conferences"
"A Novel Approach for Circuit-Field-Coupled Time-Stepping Electromagnetic Analysis of Saturated Interior PM Motors","Y. Kano; K. Watanabe; T. Kosaka; N. Matsui","Dept. of Inf. & Comput. Eng., Toyota Nat. Coll. of Technol., Toyota, Japan; ; ; ","IEEE Transactions on Industry Applications","","2009","45","4","1325","1333","","","","10.1109/TIA.2009.2023391","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957109","Coupled analysis;interior permanent-magnet (IPM) synchronous motor;magnetic cross saturation;simple expression;space harmonics","Electromagnetic analysis;Synchronous motors;Predictive models;Circuit simulation;Magnetic analysis;Couplings;Permanent magnet motors;Magnetic flux;Saturation magnetization;Inductance","electric potential;finite element analysis;machine testing;permanent magnet motors;PWM invertors;synchronous motors","circuit-field-coupled time-stepping electromagnetic analysis;saturated interior permanent-magnet motors;synchronous motor;nonlinear model;d-q flux linkages;inductance distributions;EMF waveforms;circuit-field-coupled time-stepping finite-element analysis;pulsewidth-modulation inverter;laboratory testing;power 10 kW","","17","","","19 May 2009","","","IEEE","IEEE Conferences"
"[Front matter and conference program]","","","2009 IEEE International Conference on Mechatronics","","2009","","","1","16","","","","10.1109/ICMECH.2009.4957111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957111","","","actuators;aircraft;computer vision;distributed control;embedded systems;engineering education;haptic interfaces;man-machine systems;mechatronics;motion control;optoelectronic devices;path planning;robots;sensors;telecontrol;vibration control","robot manipulation;actuators;robot design;embedded systems;mobile robot control;haptics;human interaction;intelligent systems;mapping;navigation;legged robotics;humanoid robotics;aerial vehicles;teleoperation control;networked control;mechatronics education;vibration analysis;vibration control;sensors;optoelectronic system;automation system;microactuators;bioinspired sensors;automation mechatronic;mobile machines;machine vision;flexible mechanism control;motion control","","","","","","","","IEEE","IEEE Conferences"
"Center of gravity estimation and control for a field mobile robot with a heavy manipulator","J. Morales; J. L. Martinez; A. Mandow; J. Seron; A. Garcia-Cerezo; A. Pequeno-Boter","Dpto. Ingeniería de Sistemas y Automática, Universidad de Málaga, 29071, Spain; Dpto. Ingeniería de Sistemas y Automática, Universidad de Málaga, 29071, Spain; Dpto. Ingeniería de Sistemas y Automática, Universidad de Málaga, 29071, Spain; Dpto. Ingeniería de Sistemas y Automática, Universidad de Málaga, 29071, Spain; Dpto. Ingeniería de Sistemas y Automática, Universidad de Málaga, 29071, Spain; Dpto. Ingeniería de Sistemas y Automática, Universidad de Málaga, 29071, Spain","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957112","","Gravity;Mobile robots;Manipulators;Equations;Image recognition;Pixel;Computer architecture;Cameras;Pattern recognition;Reconfigurable architectures","computational geometry;hydraulic control equipment;manipulators;mobile robots;stability","ALACRANE field mobile robot;heavy manipulator;center of gravity estimation;hydraulic tracked vehicle;static tipover stability;polygon principle;arm base rotation","","5","","","","","","IEEE","IEEE Conferences"
"Optimal sensor placement for fault diagnosis","M. A. Djeziri; B. O. Bouamama; R. Merzouki; G. Dauphin-Tanguy","LAGIS, UMR CNRS 8146, Ecole Centrale de Lille, BP 48, 59651 Villeneuve d'Ascq Cedex, France; LAGIS, UMR CNRS 8146, Ecole Polytechnique de Lille, Avenue Paul Langevin, 59655 Villeneuve dAscq., France; LAGIS, UMR CNRS 8146, Ecole Polytechnique de Lille, Avenue Paul Langevin, 59655 Villeneuve dAscq., France; LAGIS, UMR CNRS 8146, Ecole Centrale de Lille, BP 48, 59651 Villeneuve d'Ascq Cedex, France","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957113","","Fault diagnosis;Monitoring;Bonding;Fault detection;Instruments;Power system modeling;Bipartite graph;Differential equations;Real time systems;Electromechanical systems","differential equations;fault diagnosis;graph theory;sensors","optimal sensor placement;fault diagnosis;instrumentation architecture;industrial supervision system;complex differential equations;bond graph model;electromechanical system","","1","","","","","","IEEE","IEEE Conferences"
"Visual servoing path tracking for safe human-robot interaction","G. J. Garcia; J. A. Corrales; J. Pomares; F. A. Candelas; F. Torres","Physics, Systems Engineering and Signal Theory Department, University of Alicante, PO Box 99, 03080, Alicante, Spain; Physics, Systems Engineering and Signal Theory Department, University of Alicante, PO Box 99, 03080, Alicante, Spain; Physics, Systems Engineering and Signal Theory Department, University of Alicante, PO Box 99, 03080, Alicante, Spain; Physics, Systems Engineering and Signal Theory Department, University of Alicante, PO Box 99, 03080, Alicante, Spain; Physics, Systems Engineering and Signal Theory Department, University of Alicante, PO Box 99, 03080, Alicante, Spain","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957114","visual servoing;human tracking;image path tracking;motion capture;human-robot interaction","Visual servoing;Orbital robotics;Trajectory;Safety;Tracking;Service robots;Human robot interaction;Mechatronics;Physics;Systems engineering and theory","collision avoidance;manipulators;man-machine systems;robot vision;visual servoing","safe human-robot interaction;visual servoing path tracking;robot controller;pre-collision strategy;UWB localization system;robotic manipulator;robotic cell","","1","","","","","","IEEE","IEEE Conferences"
"GPC strategies for the lateral control of a networked AGV","M. Romero; I. Tejado; J. I. Suarez; B. M. Vinagre; A. P. de Madrid","Escuela Técnica Superior de Ingeniería Informática. UNED. (28040) Madrid, Spain; Escuela Técnica Superior de Ingeniería Informática. UNED. (28040) Madrid, Spain; Industrial Engineering School. University of Extremadura. (06071) Badajoz, Spain; Industrial Engineering School. University of Extremadura. (06071) Badajoz, Spain; Escuela Técnica Superior de Ingeniería Informática. UNED. (28040) Madrid, Spain","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957115","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957115","Networked control system;generalized predictive control;fractional calculus;lateral control;autonomous guided vehicle","Communication system control;Communication networks;Performance loss;Networked control systems;Delay effects;Propagation losses;Predictive models;Predictive control;Navigation;Remotely operated vehicles","automatic guided vehicles;delays;distributed parameter systems;predictive control","networked AGV;lateral control;networked control system;transmission time delays;data losses;communications network model;generalized predictive control;autonomous guided vehicle;sensor noise","","5","","","","","","IEEE","IEEE Conferences"
"Adaptive method for skin detection in coloured images","F. J. Lapa Grilo; J. M. G. Figueiredo; O. P. Dias; T. G. Amaral","CEM - Universidade de Évora, EST Setubal/IPS, CESET, Portugal; CEM-IDMEC, Universidade de Évora - Eng. Mecatrónica, Portugal; EST Setubal/IPS, CESET, INESC, Setúbal, Portugal; EST Setubal/IPS, CESET, ISR-Pólo Coimbra - Universidade de Coimbra, Setúbal, Portugal","2009 IEEE International Conference on Mechatronics","","2009","","","1","6","","","","10.1109/ICMECH.2009.4957116","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4957116","image processing;adaptive algorithms;skin detection simulation","Skin;Pixel;Brightness;Adaptive algorithm;Testing;Lighting;Statistical distributions;Image color analysis;Topology;Signal processing","brightness;image classification;image colour analysis;image resolution;skin","skin detection;coloured images;adaptive method;RGB system;skin classifier algorithm;pixel classification;image brightness","","","","","","","","IEEE","IEEE Conferences"
