"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"RADAR: an in-building RF-based user location and tracking system","P. Bahl; V. N. Padmanabhan","NA; NA","Proceedings IEEE INFOCOM 2000. Conference on Computer Communications. Nineteenth Annual Joint Conference of the IEEE Computer and Communications Societies (Cat. No.00CH37064)","","2000","2","","775","784 vol.2","The proliferation of mobile computing devices and local-area wireless networks has fostered a growing interest in location-aware systems and services. In this paper we present RADAR, a radio-frequency (RF)-based system for locating and tracking users inside buildings. RADAR operates by recording and processing signal strength information at multiple base stations positioned to provide overlapping coverage in the area of interest. It combines empirical measurements with signal propagation modeling to determine user location and thereby enable location-aware services and applications. We present experimental results that demonstrate the ability of RADAR to estimate user location with a high degree of accuracy.","0743-166X","0-7803-5880-5","10.1109/INFCOM.2000.832252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=832252","","Radar tracking;Radio frequency;Wireless networks;Mobile computing;Computer networks;Wireless LAN;Global Positioning System;Radar signal processing;Signal processing;Base stations","mobile computing;wireless LAN;radio tracking;radiowave propagation;signal processing","RADAR;in-building tracking system;RF-based tracking system;user location;mobile computing devices;local-area wireless networks;location-aware systems;signal strength processing;multiple base stations;overlapping coverage;signal propagation modeling","","3749","","25","","","","","IEEE","IEEE Conferences"
"The Authoritative Dictionary of IEEE Standards Terms, Seventh Edition","","","IEEE Std 100-2000","","2000","","","1","1362","The terms defined in the Dictionary are listed in letter-by-letter alphabetical order. Spaces are ignored in this style of alphabetization, so cable value will come before cab signal. Descriptive categories associated with the term in earlier editions of the Dictionary will follow the term in parentheses. New categories appear after the definitions (see Categories, below), followed by the designation of the standard or standards that include the definition. If a standard designation is followed by the letter s, it means that edition of the standard was superseded by a newer revision and the term was not included in the revision. If a designation is followed by the letter w, it means that edition of the standard was withdrawn and not replaced by a revision. A bracketed number refers to the non-IEEE standard sources given in the back of the book.Abstracts of the current set of approved IEEE standards are provided in the back of the book. It should be noted that updated information about IEEE standards can be obtained at any time from the IEEE Standards World Wide Web site at http://standards.ieee.org/.","","978-0-7381-2601-2","10.1109/IEEESTD.2000.322230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4116787","","","","","","2","","0","","","","","IEEE","IEEE Standards"
"Network information flow","R. Ahlswede; Ning Cai; S. -. R. Li; R. W. Yeung","Fakultat fur Math., Bielefeld Univ., Germany; NA; NA; NA","IEEE Transactions on Information Theory","","2000","46","4","1204","1216","We introduce a new class of problems called network information flow which is inspired by computer network applications. Consider a point-to-point communication network on which a number of information sources are to be multicast to certain sets of destinations. We assume that the information sources are mutually independent. The problem is to characterize the admissible coding rate region. This model subsumes all previously studied models along the same line. We study the problem with one information source, and we have obtained a simple characterization of the admissible coding rate region. Our result can be regarded as the max-flow min-cut theorem for network information flow. Contrary to one's intuition, our work reveals that it is in general not optimal to regard the information to be multicast as a ""fluid"" which can simply be routed or replicated. Rather, by employing coding at the nodes, which we refer to as network coding, bandwidth can in general be saved. This finding may have significant impact on future design of switching systems.","1557-9654","","10.1109/18.850663","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850663","","Computer networks","computer networks;multicast communication;encoding;telecommunication network routing;telecommunication switching;minimax techniques;directed graphs","network information flow;computer network applications;point-to-point communication network;information sources;multicasting;admissible coding rate region;information source;max-flow min-cut theorem;node coding;network coding;bandwidth;switching systems design;directed graph;networ routing","","5501","","14","","","","","IEEE","IEEE Journals"
"Oscillator phase noise: a tutorial","T. H. Lee; A. Hajimiri","Center for Integrated Syst., Stanford Univ., CA, USA; NA","IEEE Journal of Solid-State Circuits","","2000","35","3","326","336","Linear time-invariant (LTI) phase noise theories provide important qualitative design insights but are limited in their quantitative predictive power. Part of the difficulty is that device noise undergoes multiple frequency translations to become oscillator phase noise. A quantitative understanding of this process requires abandoning the principle of time invariance assumed in most older theories of phase noise. Fortunately, the noise-to-phase transfer function of oscillators is still linear, despite the existence of the nonlinearities necessary for amplitude stabilization. In addition to providing a quantitative reconciliation between theory and measurement, the time-varying phase noise model presented in this tutorial identifies the importance of symmetry in suppressing the upconversion of 1/f noise into close-in phase noise, and provides an explicit appreciation of cyclostationary effects and AM-PM conversion. These insights allow a reinterpretation of why the Colpitts oscillator exhibits good performance, and suggest new oscillator topologies. Tuned LC and ring oscillator circuit examples are presented to reinforce the theoretical considerations developed. Simulation issues and the accommodation of amplitude noise are considered in appendixes.","1558-173X","","10.1109/4.826814","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=826814","","Tutorial;Oscillators;Phase noise;Noise level;Circuit noise;Frequency;Transfer functions;Noise measurement;Phase measurement;Circuit topology","phase noise;transfer functions;time-varying networks;1/f noise;variable-frequency oscillators;circuit tuning;jitter;frequency stability;circuit noise","oscillator phase noise;multiple frequency translations;noise-to-phase transfer function;amplitude stabilization;time-varying phase noise model;1/f noise;close-in phase noise;cyclostationary effects;AM-PM conversion;Colpitts oscillator;tuned LC oscillator;ring oscillator;amplitude noise","","508","","15","","","","","IEEE","IEEE Journals"
"What makes consumers buy from Internet? A longitudinal study of online shopping","M. Limayem; M. Khalifa; A. Frini","Dept. of Inf. Syst., City Univ. of Hong Kong, Kowloon, China; NA; NA","IEEE Transactions on Systems, Man, and Cybernetics - Part A: Systems and Humans","","2000","30","4","421","432","The objective of this study is to investigate the factors affecting online shopping. A model explaining the impact of different factors on online shopping intentions and behavior is developed based on the theory of planned behavior. The model is then tested empirically in a longitudinal study with two surveys. Data collected from 705 consumers indicate that subjective norms, attitude, and beliefs concerning the consequences of online shopping have significant effects on consumers' intentions to buy online. Behavioral control and intentions significantly influenced online shopping behavior. The results also provide strong support for the positive effects of personal innovativeness on attitude and intentions to shop online. The implications of the findings for theory and practice are discussed.","1558-2426","","10.1109/3468.852436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=852436","","Internet;Consumer electronics;Electronic commerce;Companies;Consumer behavior;Web page design;Testing;Business;Economic forecasting","electronic commerce;Internet;behavioural sciences;purchasing;marketing","consumers;buying behaviour;Internet;online shopping;planned behavior theory;behavioral control;intentions;electronic commerce","","263","","106","","","","","IEEE","IEEE Journals"
"Learning patterns of activity using real-time tracking","C. Stauffer; W. E. L. Grimson","Artificial Intelligence Lab., MIT, Cambridge, MA, USA; NA","IEEE Transactions on Pattern Analysis and Machine Intelligence","","2000","22","8","747","757","Our goal is to develop a visual monitoring system that passively observes moving objects in a site and learns patterns of activity from those observations. For extended sites, the system will require multiple cameras. Thus, key elements of the system are motion tracking, camera coordination, activity classification, and event detection. In this paper, we focus on motion tracking and show how one can use observed motion to learn patterns of activity in a site. Motion segmentation is based on an adaptive background subtraction method that models each pixel as a mixture of Gaussians and uses an online approximation to update the model. The Gaussian distributions are then evaluated to determine which are most likely to result from a background process. This yields a stable, real-time outdoor tracker that reliably deals with lighting changes, repetitive motions from clutter, and long-term scene changes. While a tracking system is unaware of the identity of any object it tracks, the identity remains the same for the entire tracking sequence. Our system leverages this information by accumulating joint co-occurrences of the representations within a sequence. These joint co-occurrence statistics are then used to create a hierarchical binary-tree classification of the representations. This method is useful for classifying sequences, as well as individual instances of activities in a site.","1939-3539","","10.1109/34.868677","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=868677","","Tracking;Cameras;Monitoring;Event detection;Motion segmentation;Computer vision;Gaussian approximation;Gaussian distribution;Layout;Statistics","tracking;computer vision;real-time systems;learning (artificial intelligence);computerised monitoring;sensor fusion;pattern classification;Gaussian distribution","activity pattern learning;real-time tracking;visual monitoring system;passive observation;multiple cameras;motion tracking;camera coordination;activity classification;event detection;motion segmentation;adaptive background subtraction method;online approximation;stable real-time outdoor tracker;lighting changes;repetitive motions;clutter;long-term scene changes;joint co-occurrence statistics;hierarchical binary-tree classification","","2211","","24","","","","","IEEE","IEEE Journals"
"A model for types and levels of human interaction with automation","R. Parasuraman; T. B. Sheridan; C. D. Wickens","Cognitive Sci. Lab., Catholic Univ. of America, Washington, DC, USA; NA; NA","IEEE Transactions on Systems, Man, and Cybernetics - Part A: Systems and Humans","","2000","30","3","286","297","We outline a model for types and levels of automation that provides a framework and an objective basis for deciding which system functions should be automated and to what extent. Appropriate selection is important because automation does not merely supplant but changes human activity and can impose new coordination demands on the human operator. We propose that automation can be applied to four broad classes of functions: 1) information acquisition; 2) information analysis; 3) decision and action selection; and 4) action implementation. Within each of these types, automation can be applied across a continuum of levels from low to high, i.e., from fully manual to fully automatic. A particular system can involve automation of all four types at different levels. The human performance consequences of particular types and levels of automation constitute primary evaluative criteria for automation design using our model. Secondary evaluative criteria include automation reliability and the costs of decision/action consequences, among others. Examples of recommended types and levels of automation are provided to illustrate the application of the model to automation design.","1558-2426","","10.1109/3468.844354","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=844354","","Humans;Design automation;NASA;Hardware;Software;Man machine systems;Costs;Information analysis;Reliability engineering;Design engineering","man-machine systems;user interfaces;human factors;automation","human computer interaction;automation;information acquisition;information analysis;human factors;man machine systems;function allocation;cognitive engineering","","1395","","83","","","","","IEEE","IEEE Journals"
"Three-dimensional micro-channel fabrication in polydimethylsiloxane (PDMS) elastomer","B. -. Jo; L. M. Van Lerberghe; K. M. Motsegood; D. J. Beebe","Dept. of Electr. & Comput. Eng., Illinois Univ., Urbana, IL, USA; NA; NA; NA","Journal of Microelectromechanical Systems","","2000","9","1","76","81","This paper describes a fabrication technique for building three-dimensional (3-D) micro-channels in polydimethylsiloxane (PDMS) elastomer. The process allows for the stacking of many thin (less than 100-/spl mu/m thick) patterned PDMS layers to realize complex 3-D channel paths. The master for each layer is formed on a silicon wafer using an epoxy-based photoresist (SU 8). PDMS is cast against the master producing molded layers containing channels and openings. To realize thin layers with openings, a sandwich molding configuration was developed that allows precise control of the PDMS thickness. The master wafer is clamped within a sandwich that includes flat aluminum plates, a flexible polyester film layer, a rigid Pyrex wafer, and a rubber sheet. A parametric study is performed on PDMS surface activation in a reactive-ion-etching system and the subsequent methanol treatment for bonding and aligning very thin individual components to a substrate. Low RF power and short treatment times are better than high RF power and long treatment times, respectively, for instant bonding. Layer-to-layer alignment of less then 15 /spl mu/m is achieved with manual alignment techniques that utilize surface tension driven self-alignment methods. A coring procedure is used to realize off-chip fluidic connections via the bottom PDMS layer, allowing the top layer to remain smooth and flat for complete optical access.","1941-0158","","10.1109/84.825780","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=825780","","Fabrication;Radio frequency;Stacking;Silicon;Resists;Thickness control;Aluminum;Rubber;Parametric study;Surface treatment","elastomers;micromachining;microfluidics;photoresists;moulding;sputter etching;wafer bonding","three-dimensional micro-channel fabrication;polydimethylsiloxane;PDMS elastomer;stacking;complex 3-D channel paths;silicon wafer;epoxy-based photoresist;molded layers;sandwich molding configuration;flexible polyester film layer;rigid Pyrex wafer;rubber sheet;parametric study;surface activation;reactive-ion-etching system;methanol treatment;bonding;layer-to-layer alignment;surface tension driven self-alignment methods;coring procedure;off-chip fluidic connections;Si;Al","","781","","12","","","","","IEEE","IEEE Journals"
"Determining the impact of distributed generation on power systems. I. Radial distribution systems","P. P. Barker; R. W. De Mello","Power Technol. Inc., Schenectady, NY, USA; NA","2000 Power Engineering Society Summer Meeting (Cat. No.00CH37134)","","2000","3","","1645","1656 vol. 3","Distributed generation (DG) has much potential to improve distribution system performance and it should be encouraged. However, distribution system designs and operating practices are normally based on radial power flows and this creates a special challenge to the successful introduction of distributed generation. This paper has described a few of the issues that must be considered to insure that DG will not degrade distribution system power quality, safety or reliability. This paper focused on radial systems, although some of the issues discussed are common to low voltage distribution networks.","","0-7803-6420-1","10.1109/PESS.2000.868775","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=868775","","Distributed control;Power systems;Power system reliability;Voltage;Wind turbines;Substations;Photovoltaic cells;Fuel cells;Combustion;Power system control","electric power generation;power distribution reliability;power supply quality;safety;power system harmonics;short-circuit currents;power distribution faults","distributed generation impact;power systems;radial distribution systems;distribution system power quality;distribution system safety;distribution system reliability;voltage regulation;losses;voltage flicker;harmonics;short circuit levels;grounding interface;transformer interface;islanding","","472","","10","","","","","IEEE","IEEE Conferences"
"A comparison of SNR estimation techniques for the AWGN channel","D. R. Pauluzzi; N. C. Beaulieu","Wireless Prods. Div., PMC-Sierra Inc., Vancouver, BC, Canada; NA","IEEE Transactions on Communications","","2000","48","10","1681","1691","The performances of several signal-to noise ratio (SNR) estimation techniques reported in the literature are compared to identify the ""best"" estimator. The SNR estimators are investigated by the computer simulation of baseband binary phase-shift keying (PSK) signals in real additive white Gaussian noise (AWGN) and baseband 8-PSK signals in complex AWGN. The mean square error is used as a measure of performance. In addition to comparing the relative performances, the absolute levels of performance are also established; the simulated performances are compared to a published Cramer-Rao bound (CRB) for real AWGN and a CRB for complex AWGN that is derived here. Some known estimator structures are modified to perform better on the channel of interest. Estimator structures for both real and complex channels are examined.","1558-0857","","10.1109/26.871393","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=871393","","AWGN channels;Signal to noise ratio;Additive white noise;Baseband;Phase shift keying;Signal processing;Gaussian noise;Phase estimation;Computer simulation;Mean square error methods","AWGN channels;phase shift keying;parameter estimation;receivers;noise;mean square error methods","SNR estimation techniques;AWGN channel;signal-to noise ratio;estimation techniques;binary phase-shift keying;PSK;real additive white Gaussian noise;baseband 8-PSK signals;complex AWGN.;mean square error;performance;Cramer-Rao bound;CRB","","525","","19","","","","","IEEE","IEEE Journals"
"Tutorial overview of model predictive control","J. B. Rawlings","Dept. of Chem. Eng., Wisconsin Univ., Madison, WI, USA","IEEE Control Systems Magazine","","2000","20","3","38","52","The paper provides a reasonably accessible and self-contained tutorial exposition on model predictive control (MPC). It is aimed at readers with control expertise, particularly practitioners, who wish to broaden their perspective in the MPC area of control technology. We introduce the concepts, provide a framework in which the critical issues can be expressed and analyzed, and point out how MPC allows practitioners to address the trade-offs that must be considered in implementing a control technology.","1941-000X","","10.1109/37.845037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=845037","","Tutorial;Predictive models;Predictive control;Open loop systems;Programmable control;Electrical equipment industry;Linear systems;Regulators;Filtering theory;Nonlinear filters","predictive control;linear systems;nonlinear systems;state feedback;state estimation;optimal control;control engineering education","model predictive control;tutorial;linear models;nonlinear models;state feedback;optimal control;state estimation","","562","","79","","","","","IEEE","IEEE Magazines"
"A phase tracking system for three phase utility interface inverters","Se-Kyo Chung","Dept. of Control & Instrum. Eng., Gyeongsang Nat. Univ., Kyungnam, South Korea","IEEE Transactions on Power Electronics","","2000","15","3","431","438","The analysis and design of the phase-locked loop (PLL) system is presented for the phase tracking system of the three phase utility interface inverters. The dynamic behavior of the closed loop PLL system is investigated in both continuous and discrete-time domains, and the optimization method is considered for the second order PLL system. In particular, the performance of the three phase PLL system is analyzed in the distorted utility conditions such as the phase unbalancing, harmonics, and offset caused by the nonlinear load conditions and measurement errors. The tracking errors under these distorted utility conditions are also derived. The phase tracking system is implemented in a digital manner using a digital signal processor (DSP) to verify the analytic results. The design considerations for the phase tracking system are deduced from the analytic and experimental results.","1941-0107","","10.1109/63.844502","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=844502","","Inverters;Phase locked loops;Tracking loops;Optimization methods;Harmonic analysis;Performance analysis;Harmonic distortion;Phase distortion;Measurement errors;Digital signal processors","invertors;phase locked loops;power conversion harmonics;measurement errors;time-domain analysis;digital signal processing chips","phase tracking system;three phase utility interface inverters;phase-locked loop system;PLL system;dynamic behavior;closed loop PLL system;discrete-time domain;continuous-time domain;optimization method;distorted utility conditions;phase unbalancing;harmonics;nonlinear load conditions;measurement errors;tracking errors;digital signal processor;DSP","","702","","9","","","","","IEEE","IEEE Journals"
"IEEE Recommended Practice for Utility Interface of Photovoltaic (PV) Systems","","","IEEE Std 929-2000","","2000","","","i","","This recommended practice contains guidance regarding equipment and functions necessary to ensure compatible operation of photovoltaic (PV) systems that are connected in parallel with the electric utility. This includes factors relating to personnel safety, equipment protection, power quality, and utility system operation. This recommended practice also contains information regarding islanding of PV systems when the utility is not connected to control voltage and frequency, as well as techniques to avoid islanding of distributed resources.","","0-7381-1935-0","10.1109/IEEESTD.2000.91304","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=836389","","IEEE standards","IEEE standards;photovoltaic power systems;safety;power system protection;power supply quality","IEEE Standard;nonislanding inverter;utility interconnection;IEEE recommended practice;photovoltaic systems;electric utility;personnel safety;equipment protection;power quality;PV systems;distributed resources islanding avoidance;utility interface","","41","","19","","","","","IEEE","IEEE Standards"
"A high-resolution CMOS time-to-digital converter utilizing a Vernier delay line","P. Dudek; S. Szczepanski; J. V. Hatfield","Dept. of Electr. Eng., Univ. of Manchester Inst. of Sci. & Technol., UK; NA; NA","IEEE Journal of Solid-State Circuits","","2000","35","2","240","247","This paper describes a CMOS time-to-digital converter (TDC) integrated circuit utilizing tapped delay lines. A technique that allows the achievement of high resolution with low dead-time is presented, The technique is based on a Vernier delay line (VDL) used in conjunction with an asynchronous read-out circuitry. A delay-locked loop (DLL) is used to stabilize the resolution against process variations and ambient conditions. A test circuit fabricated in a standard 0.7-/spl mu/m digital CMOS process is presented. The TDC contains 128 delay stages and achieves 30-ps resolution, stabilized by the DLL, with the accuracy exceeding /spl plusmn/1 LSB. Test results show that even higher resolutions can be achieved using the VDL method, and resolutions down to 5 ps are demonstrated to be obtainable.","1558-173X","","10.1109/4.823449","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=823449","","Delay lines;Time measurement;Delay effects;Circuit testing;CMOS process;Particle measurements;Signal resolution;Position measurement;CMOS integrated circuits;Radiation detectors","analogue-digital conversion;CMOS integrated circuits;delay lines;delay lock loops","high-resolution time-to-digital converter;CMOS;Vernier delay line;tapped delay lines;dead-time;asynchronous read-out circuitry;delay-locked loop;process variations;ambient conditions;VDL method;0.7 micron","","445","","12","","","","","IEEE","IEEE Journals"
